surname,frequency,cumulative_frequency,rank,source
BEARD,0.019,37.436,607,US Census 1990
DALTON,0.019,37.455,608,US Census 1990
AVILA,0.019,37.475,609,US Census 1990
VANCE,0.019,37.494,610,US Census 1990
RICH,0.019,37.514,611,US Census 1990
BLACKWELL,0.019,37.533,612,US Census 1990
YORK,0.019,37.552,613,US Census 1990
JOHNS,0.019,37.572,614,US Census 1990
BLANKENSHIP,0.019,37.591,615,US Census 1990
TREVINO,0.019,37.61,616,US Census 1990
SALINAS,0.019,37.63,617,US Census 1990
CAMPOS,0.019,37.649,618,US Census 1990
PRUITT,0.019,37.668,619,US Census 1990
MOSES,0.019,37.688,620,US Census 1990
CALLAHAN,0.019,37.707,621,US Census 1990
GOLDEN,0.019,37.726,622,US Census 1990
MONTOYA,0.019,37.745,623,US Census 1990
HARDIN,0.019,37.764,624,US Census 1990
GUERRA,0.019,37.783,625,US Census 1990
MCDOWELL,0.019,37.802,626,US Census 1990
CAREY,0.019,37.821,627,US Census 1990
STAFFORD,0.019,37.84,628,US Census 1990
GALLEGOS,0.019,37.859,629,US Census 1990
HENSON,0.019,37.878,630,US Census 1990
WILKINSON,0.019,37.897,631,US Census 1990
BOOKER,0.019,37.916,632,US Census 1990
MERRITT,0.019,37.935,633,US Census 1990
MIRANDA,0.019,37.953,634,US Census 1990
ATKINSON,0.019,37.972,635,US Census 1990
ORR,0.019,37.991,636,US Census 1990
DECKER,0.019,38.01,637,US Census 1990
HOBBS,0.019,38.028,638,US Census 1990
PRESTON,0.019,38.047,639,US Census 1990
TANNER,0.019,38.066,640,US Census 1990
KNOX,0.019,38.084,641,US Census 1990
PACHECO,0.019,38.103,642,US Census 1990
STEPHENSON,0.018,38.121,643,US Census 1990
GLASS,0.018,38.14,644,US Census 1990
ROJAS,0.018,38.158,645,US Census 1990
SERRANO,0.018,38.176,646,US Census 1990
MARKS,0.018,38.195,647,US Census 1990
HICKMAN,0.018,38.213,648,US Census 1990
ENGLISH,0.018,38.231,649,US Census 1990
SWEENEY,0.018,38.249,650,US Census 1990
STRONG,0.018,38.267,651,US Census 1990
PRINCE,0.018,38.285,652,US Census 1990
MCCLURE,0.018,38.304,653,US Census 1990
CONWAY,0.018,38.322,654,US Census 1990
WALTER,0.018,38.34,655,US Census 1990
ROTH,0.018,38.358,656,US Census 1990
MAYNARD,0.018,38.376,657,US Census 1990
FARRELL,0.018,38.394,658,US Census 1990
LOWERY,0.018,38.411,659,US Census 1990
HURST,0.018,38.429,660,US Census 1990
NIXON,0.018,38.447,661,US Census 1990
WEISS,0.018,38.465,662,US Census 1990
TRUJILLO,0.018,38.483,663,US Census 1990
ELLISON,0.018,38.5,664,US Census 1990
SLOAN,0.018,38.518,665,US Census 1990
JUAREZ,0.018,38.536,666,US Census 1990
WINTERS,0.018,38.553,667,US Census 1990
MCLEAN,0.018,38.571,668,US Census 1990
RANDOLPH,0.018,38.588,669,US Census 1990
LEON,0.018,38.606,670,US Census 1990
BOYER,0.018,38.624,671,US Census 1990
VILLARREAL,0.018,38.641,672,US Census 1990
MCCALL,0.018,38.659,673,US Census 1990
GENTRY,0.018,38.676,674,US Census 1990
CARRILLO,0.017,38.694,675,US Census 1990
KENT,0.017,38.711,676,US Census 1990
AYERS,0.017,38.729,677,US Census 1990
LARA,0.017,38.746,678,US Census 1990
SHANNON,0.017,38.763,679,US Census 1990
SEXTON,0.017,38.781,680,US Census 1990
PACE,0.017,38.798,681,US Census 1990
HULL,0.017,38.815,682,US Census 1990
LEBLANC,0.017,38.833,683,US Census 1990
BROWNING,0.017,38.85,684,US Census 1990
VELASQUEZ,0.017,38.867,685,US Census 1990
LEACH,0.017,38.884,686,US Census 1990
CHANG,0.017,38.901,687,US Census 1990
HOUSE,0.017,38.918,688,US Census 1990
SELLERS,0.017,38.936,689,US Census 1990
HERRING,0.017,38.953,690,US Census 1990
NOBLE,0.017,38.97,691,US Census 1990
FOLEY,0.017,38.987,692,US Census 1990
BARTLETT,0.017,39.004,693,US Census 1990
MERCADO,0.017,39.021,694,US Census 1990
LANDRY,0.017,39.037,695,US Census 1990
DURHAM,0.017,39.054,696,US Census 1990
WALLS,0.017,39.071,697,US Census 1990
BARR,0.017,39.088,698,US Census 1990
MCKEE,0.017,39.105,699,US Census 1990
BAUER,0.017,39.122,700,US Census 1990
RIVERS,0.017,39.139,701,US Census 1990
EVERETT,0.017,39.155,702,US Census 1990
BRADSHAW,0.017,39.172,703,US Census 1990
PUGH,0.017,39.189,704,US Census 1990
VELEZ,0.017,39.206,705,US Census 1990
RUSH,0.017,39.222,706,US Census 1990
ESTES,0.017,39.239,707,US Census 1990
DODSON,0.017,39.255,708,US Census 1990
MORSE,0.017,39.272,709,US Census 1990
SHEPPARD,0.017,39.289,710,US Census 1990
WEEKS,0.017,39.305,711,US Census 1990
CAMACHO,0.017,39.322,712,US Census 1990
BEAN,0.017,39.338,713,US Census 1990
BARRON,0.017,39.355,714,US Census 1990
LIVINGSTON,0.017,39.371,715,US Census 1990
MIDDLETON,0.016,39.388,716,US Census 1990
SPEARS,0.016,39.404,717,US Census 1990
BRANCH,0.016,39.42,718,US Census 1990
BLEVINS,0.016,39.437,719,US Census 1990
CHEN,0.016,39.453,720,US Census 1990
KERR,0.016,39.469,721,US Census 1990
MCCONNELL,0.016,39.486,722,US Census 1990
HATFIELD,0.016,39.502,723,US Census 1990
HARDING,0.016,39.518,724,US Census 1990
ASHLEY,0.016,39.535,725,US Census 1990
SOLIS,0.016,39.551,726,US Census 1990
HERMAN,0.016,39.567,727,US Census 1990
FROST,0.016,39.583,728,US Census 1990
GILES,0.016,39.599,729,US Census 1990
BLACKBURN,0.016,39.616,730,US Census 1990
WILLIAM,0.016,39.632,731,US Census 1990
PENNINGTON,0.016,39.648,732,US Census 1990
WOODWARD,0.016,39.664,733,US Census 1990
FINLEY,0.016,39.68,734,US Census 1990
MCINTOSH,0.016,39.696,735,US Census 1990
KOCH,0.016,39.713,736,US Census 1990
BEST,0.016,39.729,737,US Census 1990
SOLOMON,0.016,39.745,738,US Census 1990
MCCULLOUGH,0.016,39.761,739,US Census 1990
DUDLEY,0.016,39.777,740,US Census 1990
NOLAN,0.016,39.793,741,US Census 1990
BLANCHARD,0.016,39.809,742,US Census 1990
RIVAS,0.016,39.825,743,US Census 1990
BRENNAN,0.016,39.841,744,US Census 1990
MEJIA,0.016,39.856,745,US Census 1990
KANE,0.016,39.872,746,US Census 1990
BENTON,0.016,39.888,747,US Census 1990
JOYCE,0.016,39.904,748,US Census 1990
BUCKLEY,0.016,39.92,749,US Census 1990
HALEY,0.016,39.936,750,US Census 1990
VALENTINE,0.016,39.952,751,US Census 1990
MADDOX,0.016,39.967,752,US Census 1990
RUSSO,0.016,39.983,753,US Census 1990
MCKNIGHT,0.016,39.999,754,US Census 1990
BUCK,0.016,40.015,755,US Census 1990
MOON,0.016,40.03,756,US Census 1990
MCMILLAN,0.016,40.046,757,US Census 1990
CROSBY,0.016,40.062,758,US Census 1990
BERG,0.016,40.077,759,US Census 1990
DOTSON,0.016,40.093,760,US Census 1990
MAYS,0.016,40.109,761,US Census 1990
ROACH,0.016,40.124,762,US Census 1990
CHURCH,0.016,40.14,763,US Census 1990
CHAN,0.016,40.155,764,US Census 1990
RICHMOND,0.016,40.171,765,US Census 1990
MEADOWS,0.016,40.187,766,US Census 1990
FAULKNER,0.016,40.202,767,US Census 1990
ONEILL,0.016,40.218,768,US Census 1990
KNAPP,0.016,40.233,769,US Census 1990
KLINE,0.015,40.248,770,US Census 1990
BARRY,0.015,40.264,771,US Census 1990
OCHOA,0.015,40.279,772,US Census 1990
JACOBSON,0.015,40.295,773,US Census 1990
GAY,0.015,40.31,774,US Census 1990
AVERY,0.015,40.326,775,US Census 1990
HENDRICKS,0.015,40.341,776,US Census 1990
HORNE,0.015,40.356,777,US Census 1990
SHEPARD,0.015,40.372,778,US Census 1990
HEBERT,0.015,40.387,779,US Census 1990
CHERRY,0.015,40.402,780,US Census 1990
CARDENAS,0.015,40.418,781,US Census 1990
MCINTYRE,0.015,40.433,782,US Census 1990
WHITNEY,0.015,40.448,783,US Census 1990
WALLER,0.015,40.463,784,US Census 1990
HOLMAN,0.015,40.478,785,US Census 1990
DONALDSON,0.015,40.494,786,US Census 1990
CANTU,0.015,40.509,787,US Census 1990
TERRELL,0.015,40.524,788,US Census 1990
MORIN,0.015,40.539,789,US Census 1990
GILLESPIE,0.015,40.555,790,US Census 1990
FUENTES,0.015,40.57,791,US Census 1990
TILLMAN,0.015,40.585,792,US Census 1990
SANFORD,0.015,40.6,793,US Census 1990
BENTLEY,0.015,40.615,794,US Census 1990
PECK,0.015,40.63,795,US Census 1990
KEY,0.015,40.645,796,US Census 1990
SALAS,0.015,40.66,797,US Census 1990
ROLLINS,0.015,40.676,798,US Census 1990
GAMBLE,0.015,40.691,799,US Census 1990
DICKSON,0.015,40.706,800,US Census 1990
BATTLE,0.015,40.721,801,US Census 1990
SANTANA,0.015,40.736,802,US Census 1990
CABRERA,0.015,40.751,803,US Census 1990
CERVANTES,0.015,40.766,804,US Census 1990
HOWE,0.015,40.781,805,US Census 1990
HINTON,0.015,40.796,806,US Census 1990
HURLEY,0.015,40.811,807,US Census 1990
SPENCE,0.015,40.825,808,US Census 1990
ZAMORA,0.015,40.84,809,US Census 1990
YANG,0.015,40.855,810,US Census 1990
MCNEIL,0.015,40.87,811,US Census 1990
SUAREZ,0.015,40.885,812,US Census 1990
CASE,0.015,40.9,813,US Census 1990
PETTY,0.015,40.915,814,US Census 1990
GOULD,0.015,40.929,815,US Census 1990
MCFARLAND,0.015,40.944,816,US Census 1990
SAMPSON,0.015,40.959,817,US Census 1990
CARVER,0.015,40.974,818,US Census 1990
BRAY,0.015,40.989,819,US Census 1990
ROSARIO,0.015,41.003,820,US Census 1990
MACDONALD,0.015,41.018,821,US Census 1990
STOUT,0.015,41.033,822,US Census 1990
HESTER,0.015,41.047,823,US Census 1990
MELENDEZ,0.015,41.062,824,US Census 1990
DILLON,0.015,41.077,825,US Census 1990
FARLEY,0.015,41.091,826,US Census 1990
HOPPER,0.015,41.106,827,US Census 1990
GALLOWAY,0.015,41.121,828,US Census 1990
POTTS,0.015,41.135,829,US Census 1990
BERNARD,0.015,41.15,830,US Census 1990
JOYNER,0.014,41.164,831,US Census 1990
STEIN,0.014,41.179,832,US Census 1990
AGUIRRE,0.014,41.193,833,US Census 1990
OSBORN,0.014,41.208,834,US Census 1990
MERCER,0.014,41.222,835,US Census 1990
BENDER,0.014,41.236,836,US Census 1990
FRANCO,0.014,41.251,837,US Census 1990
ROWLAND,0.014,41.265,838,US Census 1990
SYKES,0.014,41.28,839,US Census 1990
BENJAMIN,0.014,41.294,840,US Census 1990
TRAVIS,0.014,41.308,841,US Census 1990
PICKETT,0.014,41.323,842,US Census 1990
CRANE,0.014,41.337,843,US Census 1990
SEARS,0.014,41.351,844,US Census 1990
MAYO,0.014,41.365,845,US Census 1990
DUNLAP,0.014,41.379,846,US Census 1990
HAYDEN,0.014,41.394,847,US Census 1990
WILDER,0.014,41.408,848,US Census 1990
MCKAY,0.014,41.422,849,US Census 1990
COFFEY,0.014,41.436,850,US Census 1990
MCCARTY,0.014,41.45,851,US Census 1990
EWING,0.014,41.464,852,US Census 1990
COOLEY,0.014,41.478,853,US Census 1990
VAUGHAN,0.014,41.492,854,US Census 1990
BONNER,0.014,41.506,855,US Census 1990
COTTON,0.014,41.52,856,US Census 1990
HOLDER,0.014,41.534,857,US Census 1990
STARK,0.014,41.548,858,US Census 1990
FERRELL,0.014,41.562,859,US Census 1990
CANTRELL,0.014,41.575,860,US Census 1990
FULTON,0.014,41.589,861,US Census 1990
LYNN,0.014,41.603,862,US Census 1990
LOTT,0.014,41.617,863,US Census 1990
CALDERON,0.014,41.631,864,US Census 1990
ROSA,0.014,41.644,865,US Census 1990
POLLARD,0.014,41.658,866,US Census 1990
HOOPER,0.014,41.672,867,US Census 1990
BURCH,0.014,41.686,868,US Census 1990
MULLEN,0.014,41.7,869,US Census 1990
FRY,0.014,41.713,870,US Census 1990
RIDDLE,0.014,41.727,871,US Census 1990
LEVY,0.014,41.741,872,US Census 1990
DAVID,0.014,41.754,873,US Census 1990
DUKE,0.014,41.768,874,US Census 1990
ODONNELL,0.014,41.782,875,US Census 1990
GUY,0.014,41.795,876,US Census 1990
MICHAEL,0.014,41.809,877,US Census 1990
BRITT,0.014,41.823,878,US Census 1990
FREDERICK,0.014,41.836,879,US Census 1990
DAUGHERTY,0.014,41.85,880,US Census 1990
BERGER,0.014,41.864,881,US Census 1990
DILLARD,0.014,41.877,882,US Census 1990
ALSTON,0.014,41.891,883,US Census 1990
JARVIS,0.014,41.904,884,US Census 1990
FRYE,0.014,41.918,885,US Census 1990
RIGGS,0.014,41.932,886,US Census 1990
CHANEY,0.014,41.945,887,US Census 1990
ODOM,0.013,41.959,888,US Census 1990
DUFFY,0.013,41.972,889,US Census 1990
FITZPATRICK,0.013,41.986,890,US Census 1990
VALENZUELA,0.013,41.999,891,US Census 1990
MERRILL,0.013,42.012,892,US Census 1990
MAYER,0.013,42.026,893,US Census 1990
ALFORD,0.013,42.039,894,US Census 1990
MCPHERSON,0.013,42.053,895,US Census 1990
ACEVEDO,0.013,42.066,896,US Census 1990
DONOVAN,0.013,42.079,897,US Census 1990
BARRERA,0.013,42.093,898,US Census 1990
ALBERT,0.013,42.106,899,US Census 1990
COTE,0.013,42.119,900,US Census 1990
REILLY,0.013,42.133,901,US Census 1990
COMPTON,0.013,42.146,902,US Census 1990
RAYMOND,0.013,42.159,903,US Census 1990
MOONEY,0.013,42.173,904,US Census 1990
MCGOWAN,0.013,42.186,905,US Census 1990
CRAFT,0.013,42.199,906,US Census 1990
CLEVELAND,0.013,42.212,907,US Census 1990
CLEMONS,0.013,42.226,908,US Census 1990
WYNN,0.013,42.239,909,US Census 1990
NIELSEN,0.013,42.252,910,US Census 1990
BAIRD,0.013,42.265,911,US Census 1990
STANTON,0.013,42.278,912,US Census 1990
SNIDER,0.013,42.292,913,US Census 1990
ROSALES,0.013,42.305,914,US Census 1990
BRIGHT,0.013,42.318,915,US Census 1990
WITT,0.013,42.331,916,US Census 1990
STUART,0.013,42.344,917,US Census 1990
HAYS,0.013,42.357,918,US Census 1990
HOLDEN,0.013,42.371,919,US Census 1990
RUTLEDGE,0.013,42.384,920,US Census 1990
KINNEY,0.013,42.397,921,US Census 1990
CLEMENTS,0.013,42.41,922,US Census 1990
CASTANEDA,0.013,42.423,923,US Census 1990
SLATER,0.013,42.436,924,US Census 1990
HAHN,0.013,42.449,925,US Census 1990
EMERSON,0.013,42.462,926,US Census 1990
CONRAD,0.013,42.475,927,US Census 1990
BURKS,0.013,42.488,928,US Census 1990
DELANEY,0.013,42.501,929,US Census 1990
PATE,0.013,42.514,930,US Census 1990
LANCASTER,0.013,42.527,931,US Census 1990
SWEET,0.013,42.54,932,US Census 1990
JUSTICE,0.013,42.552,933,US Census 1990
TYSON,0.013,42.565,934,US Census 1990
SHARPE,0.013,42.578,935,US Census 1990
WHITFIELD,0.013,42.591,936,US Census 1990
TALLEY,0.013,42.604,937,US Census 1990
MACIAS,0.013,42.617,938,US Census 1990
IRWIN,0.013,42.629,939,US Census 1990
BURRIS,0.013,42.642,940,US Census 1990
RATLIFF,0.013,42.655,941,US Census 1990
MCCRAY,0.013,42.668,942,US Census 1990
MADDEN,0.013,42.681,943,US Census 1990
KAUFMAN,0.013,42.693,944,US Census 1990
BEACH,0.013,42.706,945,US Census 1990
GOFF,0.013,42.719,946,US Census 1990
CASH,0.013,42.732,947,US Census 1990
BOLTON,0.013,42.744,948,US Census 1990
MCFADDEN,0.013,42.757,949,US Census 1990
LEVINE,0.013,42.77,950,US Census 1990
GOOD,0.013,42.782,951,US Census 1990
BYERS,0.013,42.795,952,US Census 1990
KIRKLAND,0.013,42.808,953,US Census 1990
KIDD,0.013,42.821,954,US Census 1990
WORKMAN,0.013,42.833,955,US Census 1990
CARNEY,0.013,42.846,956,US Census 1990
DALE,0.013,42.859,957,US Census 1990
MCLEOD,0.013,42.871,958,US Census 1990
HOLCOMB,0.013,42.884,959,US Census 1990
ENGLAND,0.013,42.896,960,US Census 1990
FINCH,0.013,42.909,961,US Census 1990
HEAD,0.012,42.921,962,US Census 1990
BURT,0.012,42.934,963,US Census 1990
HENDRIX,0.012,42.946,964,US Census 1990
SOSA,0.012,42.959,965,US Census 1990
HANEY,0.012,42.971,966,US Census 1990
FRANKS,0.012,42.984,967,US Census 1990
SARGENT,0.012,42.996,968,US Census 1990
NIEVES,0.012,43.009,969,US Census 1990
DOWNS,0.012,43.021,970,US Census 1990
RASMUSSEN,0.012,43.033,971,US Census 1990
BIRD,0.012,43.046,972,US Census 1990
HEWITT,0.012,43.058,973,US Census 1990
LINDSAY,0.012,43.071,974,US Census 1990
LE,0.012,43.083,975,US Census 1990
FOREMAN,0.012,43.095,976,US Census 1990
VALENCIA,0.012,43.108,977,US Census 1990
ONEIL,0.012,43.12,978,US Census 1990
DELACRUZ,0.012,43.132,979,US Census 1990
VINSON,0.012,43.145,980,US Census 1990
DEJESUS,0.012,43.157,981,US Census 1990
HYDE,0.012,43.169,982,US Census 1990
FORBES,0.012,43.182,983,US Census 1990
GILLIAM,0.012,43.194,984,US Census 1990
GUTHRIE,0.012,43.206,985,US Census 1990
WOOTEN,0.012,43.218,986,US Census 1990
HUBER,0.012,43.231,987,US Census 1990
BARLOW,0.012,43.243,988,US Census 1990
BOYLE,0.012,43.255,989,US Census 1990
MCMAHON,0.012,43.267,990,US Census 1990
BUCKNER,0.012,43.279,991,US Census 1990
ROCHA,0.012,43.291,992,US Census 1990
PUCKETT,0.012,43.303,993,US Census 1990
LANGLEY,0.012,43.315,994,US Census 1990
KNOWLES,0.012,43.328,995,US Census 1990
COOKE,0.012,43.34,996,US Census 1990
VELAZQUEZ,0.012,43.352,997,US Census 1990
WHITLEY,0.012,43.364,998,US Census 1990
NOEL,0.012,43.376,999,US Census 1990
VANG,0.012,43.388,1000,US Census 1990
SHEA,0.012,43.399,1001,US Census 1990
ROUSE,0.012,43.411,1002,US Census 1990
HARTLEY,0.012,43.423,1003,US Census 1990
MAYFIELD,0.012,43.435,1004,US Census 1990
ELDER,0.012,43.447,1005,US Census 1990
RANKIN,0.012,43.459,1006,US Census 1990
HANNA,0.012,43.471,1007,US Census 1990
COWAN,0.012,43.483,1008,US Census 1990
LUCERO,0.012,43.495,1009,US Census 1990
ARROYO,0.012,43.507,1010,US Census 1990
SLAUGHTER,0.012,43.519,1011,US Census 1990
HAAS,0.012,43.531,1012,US Census 1990
OCONNELL,0.012,43.542,1013,US Census 1990
MINOR,0.012,43.554,1014,US Census 1990
KENDRICK,0.012,43.566,1015,US Census 1990
SHIRLEY,0.012,43.578,1016,US Census 1990
KENDALL,0.012,43.59,1017,US Census 1990
BOUCHER,0.012,43.602,1018,US Census 1990
ARCHER,0.012,43.613,1019,US Census 1990
BOGGS,0.012,43.625,1020,US Census 1990
ODELL,0.012,43.637,1021,US Census 1990
DOUGHERTY,0.012,43.649,1022,US Census 1990
ANDERSEN,0.012,43.661,1023,US Census 1990
NEWELL,0.012,43.672,1024,US Census 1990
CROWE,0.012,43.684,1025,US Census 1990
WANG,0.012,43.696,1026,US Census 1990
FRIEDMAN,0.012,43.708,1027,US Census 1990
BLAND,0.012,43.719,1028,US Census 1990
SWAIN,0.012,43.731,1029,US Census 1990
HOLLEY,0.012,43.743,1030,US Census 1990
FELIX,0.012,43.754,1031,US Census 1990
PEARCE,0.012,43.766,1032,US Census 1990
CHILDS,0.012,43.778,1033,US Census 1990
YARBROUGH,0.012,43.789,1034,US Census 1990
GALVAN,0.012,43.801,1035,US Census 1990
PROCTOR,0.012,43.812,1036,US Census 1990
MEEKS,0.012,43.824,1037,US Census 1990
LOZANO,0.012,43.836,1038,US Census 1990
MORA,0.012,43.847,1039,US Census 1990
RANGEL,0.012,43.859,1040,US Census 1990
BACON,0.012,43.87,1041,US Census 1990
VILLANUEVA,0.012,43.882,1042,US Census 1990
SCHAEFER,0.012,43.893,1043,US Census 1990
ROSADO,0.012,43.905,1044,US Census 1990
HELMS,0.012,43.917,1045,US Census 1990
BOYCE,0.012,43.928,1046,US Census 1990
GOSS,0.012,43.94,1047,US Census 1990
STINSON,0.011,43.951,1048,US Census 1990
SMART,0.011,43.963,1049,US Census 1990
LAKE,0.011,43.974,1050,US Census 1990
IBARRA,0.011,43.986,1051,US Census 1990
HUTCHINS,0.011,43.997,1052,US Census 1990
COVINGTON,0.011,44.009,1053,US Census 1990
REYNA,0.011,44.02,1054,US Census 1990
GREGG,0.011,44.032,1055,US Census 1990
WERNER,0.011,44.043,1056,US Census 1990
CROWLEY,0.011,44.054,1057,US Census 1990
HATCHER,0.011,44.066,1058,US Census 1990
MACKEY,0.011,44.077,1059,US Census 1990
BUNCH,0.011,44.089,1060,US Census 1990
WOMACK,0.011,44.1,1061,US Census 1990
POLK,0.011,44.111,1062,US Census 1990
JAMISON,0.011,44.123,1063,US Census 1990
DODD,0.011,44.134,1064,US Census 1990
CHILDRESS,0.011,44.146,1065,US Census 1990
CHILDERS,0.011,44.157,1066,US Census 1990
CAMP,0.011,44.168,1067,US Census 1990
VILLA,0.011,44.18,1068,US Census 1990
DYE,0.011,44.191,1069,US Census 1990
SPRINGER,0.011,44.202,1070,US Census 1990
MAHONEY,0.011,44.214,1071,US Census 1990
DAILEY,0.011,44.225,1072,US Census 1990
BELCHER,0.011,44.236,1073,US Census 1990
LOCKHART,0.011,44.248,1074,US Census 1990
GRIGGS,0.011,44.259,1075,US Census 1990
COSTA,0.011,44.27,1076,US Census 1990
CONNOR,0.011,44.281,1077,US Census 1990
BRANDT,0.011,44.293,1078,US Census 1990
WINTER,0.011,44.304,1079,US Census 1990
WALDEN,0.011,44.315,1080,US Census 1990
MOSER,0.011,44.326,1081,US Census 1990
TRACY,0.011,44.338,1082,US Census 1990
TATUM,0.011,44.349,1083,US Census 1990
MCCANN,0.011,44.36,1084,US Census 1990
AKERS,0.011,44.371,1085,US Census 1990
LUTZ,0.011,44.382,1086,US Census 1990
PRYOR,0.011,44.393,1087,US Census 1990
LAW,0.011,44.404,1088,US Census 1990
OROZCO,0.011,44.415,1089,US Census 1990
MCALLISTER,0.011,44.427,1090,US Census 1990
LUGO,0.011,44.438,1091,US Census 1990
DAVIES,0.011,44.449,1092,US Census 1990
SHOEMAKER,0.011,44.46,1093,US Census 1990
MADISON,0.011,44.471,1094,US Census 1990
RUTHERFORD,0.011,44.482,1095,US Census 1990
NEWSOME,0.011,44.493,1096,US Census 1990
MAGEE,0.011,44.504,1097,US Census 1990
CHAMBERLAIN,0.011,44.515,1098,US Census 1990
BLANTON,0.011,44.526,1099,US Census 1990
SIMMS,0.011,44.537,1100,US Census 1990
GODFREY,0.011,44.548,1101,US Census 1990
FLANAGAN,0.011,44.559,1102,US Census 1990
CRUM,0.011,44.57,1103,US Census 1990
CORDOVA,0.011,44.581,1104,US Census 1990
ESCOBAR,0.011,44.592,1105,US Census 1990
DOWNING,0.011,44.603,1106,US Census 1990
SINCLAIR,0.011,44.614,1107,US Census 1990
DONAHUE,0.011,44.625,1108,US Census 1990
KRUEGER,0.011,44.636,1109,US Census 1990
MCGINNIS,0.011,44.647,1110,US Census 1990
GORE,0.011,44.658,1111,US Census 1990
FARRIS,0.011,44.669,1112,US Census 1990
WEBBER,0.011,44.68,1113,US Census 1990
CORBETT,0.011,44.691,1114,US Census 1990
ANDRADE,0.011,44.701,1115,US Census 1990
STARR,0.011,44.712,1116,US Census 1990
LYON,0.011,44.723,1117,US Census 1990
YODER,0.011,44.734,1118,US Census 1990
HASTINGS,0.011,44.745,1119,US Census 1990
MCGRATH,0.011,44.756,1120,US Census 1990
SPIVEY,0.011,44.767,1121,US Census 1990
KRAUSE,0.011,44.778,1122,US Census 1990
HARDEN,0.011,44.788,1123,US Census 1990
CRABTREE,0.011,44.799,1124,US Census 1990
KIRKPATRICK,0.011,44.81,1125,US Census 1990
HOLLIS,0.011,44.821,1126,US Census 1990
BRANDON,0.011,44.832,1127,US Census 1990
ARRINGTON,0.011,44.843,1128,US Census 1990
ERVIN,0.011,44.853,1129,US Census 1990
CLIFTON,0.011,44.864,1130,US Census 1990
RITTER,0.011,44.875,1131,US Census 1990
MCGHEE,0.011,44.886,1132,US Census 1990
BOLDEN,0.011,44.897,1133,US Census 1990
MALONEY,0.011,44.907,1134,US Census 1990
GAGNON,0.011,44.918,1135,US Census 1990
DUNBAR,0.011,44.929,1136,US Census 1990
PONCE,0.011,44.94,1137,US Census 1990
PIKE,0.011,44.95,1138,US Census 1990
MAYES,0.011,44.961,1139,US Census 1990
HEARD,0.011,44.972,1140,US Census 1990
BEATTY,0.011,44.983,1141,US Census 1990
MOBLEY,0.011,44.993,1142,US Census 1990
KIMBALL,0.011,45.004,1143,US Census 1990
BUTTS,0.011,45.015,1144,US Census 1990
MONTES,0.011,45.026,1145,US Census 1990
HERBERT,0.011,45.036,1146,US Census 1990
GRADY,0.011,45.047,1147,US Census 1990
ELDRIDGE,0.011,45.058,1148,US Census 1990
BRAUN,0.011,45.068,1149,US Census 1990
HAMM,0.011,45.079,1150,US Census 1990
GIBBONS,0.011,45.09,1151,US Census 1990
SEYMOUR,0.011,45.1,1152,US Census 1990
MOYER,0.011,45.111,1153,US Census 1990
MANLEY,0.011,45.122,1154,US Census 1990
