firstname,gender,frequency,cumulative_frequency,rank,source
SHEILAH,female,0.002,88.351,2894,US Census 1990
SHAVONNE,female,0.002,88.352,2895,US Census 1990
SANORA,female,0.002,88.354,2896,US Census 1990
ROCHELL,female,0.002,88.355,2897,US Census 1990
MATHILDE,female,0.002,88.357,2898,US Census 1990
MARGARETA,female,0.002,88.359,2899,US Census 1990
MAIA,female,0.002,88.36,2900,US Census 1990
LYNSEY,female,0.002,88.362,2901,US Census 1990
LAWANNA,female,0.002,88.363,2902,US Census 1990
LAUNA,female,0.002,88.365,2903,US Census 1990
KENA,female,0.002,88.367,2904,US Census 1990
KEENA,female,0.002,88.368,2905,US Census 1990
KATIA,female,0.002,88.37,2906,US Census 1990
JAMEY,female,0.002,88.371,2907,US Census 1990
GLYNDA,female,0.002,88.373,2908,US Census 1990
GAYLENE,female,0.002,88.375,2909,US Census 1990
ELVINA,female,0.002,88.376,2910,US Census 1990
ELANOR,female,0.002,88.378,2911,US Census 1990
DANUTA,female,0.002,88.379,2912,US Census 1990
DANIKA,female,0.002,88.381,2913,US Census 1990
CRISTEN,female,0.002,88.383,2914,US Census 1990
CORDIE,female,0.002,88.384,2915,US Census 1990
COLETTA,female,0.002,88.386,2916,US Census 1990
CLARITA,female,0.002,88.387,2917,US Census 1990
CARMON,female,0.002,88.389,2918,US Census 1990
BRYNN,female,0.002,88.391,2919,US Census 1990
AZUCENA,female,0.002,88.392,2920,US Census 1990
AUNDREA,female,0.002,88.394,2921,US Census 1990
ANGELE,female,0.002,88.395,2922,US Census 1990
YI,female,0.002,88.397,2923,US Census 1990
WALTER,female,0.002,88.399,2924,US Census 1990
VERLIE,female,0.002,88.4,2925,US Census 1990
VERLENE,female,0.002,88.402,2926,US Census 1990
TAMESHA,female,0.002,88.403,2927,US Census 1990
SILVANA,female,0.002,88.405,2928,US Census 1990
SEBRINA,female,0.002,88.406,2929,US Census 1990
SAMIRA,female,0.002,88.408,2930,US Census 1990
REDA,female,0.002,88.41,2931,US Census 1990
RAYLENE,female,0.002,88.411,2932,US Census 1990
PENNI,female,0.002,88.413,2933,US Census 1990
PANDORA,female,0.002,88.414,2934,US Census 1990
NORAH,female,0.002,88.416,2935,US Census 1990
NOMA,female,0.002,88.417,2936,US Census 1990
MIREILLE,female,0.002,88.419,2937,US Census 1990
MELISSIA,female,0.002,88.421,2938,US Census 1990
MARYALICE,female,0.002,88.422,2939,US Census 1990
LARAINE,female,0.002,88.424,2940,US Census 1990
KIMBERY,female,0.002,88.425,2941,US Census 1990
KARYL,female,0.002,88.427,2942,US Census 1990
KARINE,female,0.002,88.428,2943,US Census 1990
KAM,female,0.002,88.43,2944,US Census 1990
JOLANDA,female,0.002,88.432,2945,US Census 1990
JOHANA,female,0.002,88.433,2946,US Census 1990
JESUSA,female,0.002,88.435,2947,US Census 1990
JALEESA,female,0.002,88.436,2948,US Census 1990
JAE,female,0.002,88.438,2949,US Census 1990
JACQUELYNE,female,0.002,88.439,2950,US Census 1990
IRISH,female,0.002,88.441,2951,US Census 1990
ILUMINADA,female,0.002,88.443,2952,US Census 1990
HILARIA,female,0.002,88.444,2953,US Census 1990
HANH,female,0.002,88.446,2954,US Census 1990
GENNIE,female,0.002,88.447,2955,US Census 1990
FRANCIE,female,0.002,88.449,2956,US Census 1990
FLORETTA,female,0.002,88.45,2957,US Census 1990
EXIE,female,0.002,88.452,2958,US Census 1990
EDDA,female,0.002,88.454,2959,US Census 1990
DREMA,female,0.002,88.455,2960,US Census 1990
DELPHA,female,0.002,88.457,2961,US Census 1990
BEV,female,0.002,88.458,2962,US Census 1990
BARBAR,female,0.002,88.46,2963,US Census 1990
ASSUNTA,female,0.002,88.461,2964,US Census 1990
ARDELL,female,0.002,88.463,2965,US Census 1990
ANNALISA,female,0.002,88.465,2966,US Census 1990
ALISIA,female,0.002,88.466,2967,US Census 1990
YUKIKO,female,0.002,88.468,2968,US Census 1990
YOLANDO,female,0.002,88.469,2969,US Census 1990
WONDA,female,0.002,88.471,2970,US Census 1990
WEI,female,0.002,88.472,2971,US Census 1990
WALTRAUD,female,0.002,88.474,2972,US Census 1990
VETA,female,0.002,88.475,2973,US Census 1990
TEQUILA,female,0.002,88.477,2974,US Census 1990
TEMEKA,female,0.002,88.478,2975,US Census 1990
TAMEIKA,female,0.002,88.48,2976,US Census 1990
SHIRLEEN,female,0.002,88.481,2977,US Census 1990
SHENITA,female,0.002,88.483,2978,US Census 1990
PIEDAD,female,0.002,88.485,2979,US Census 1990
OZELLA,female,0.002,88.486,2980,US Census 1990
MIRTHA,female,0.002,88.488,2981,US Census 1990
MARILU,female,0.002,88.489,2982,US Census 1990
KIMIKO,female,0.002,88.491,2983,US Census 1990
JULIANE,female,0.002,88.492,2984,US Census 1990
JENICE,female,0.002,88.494,2985,US Census 1990
JEN,female,0.002,88.495,2986,US Census 1990
JANAY,female,0.002,88.497,2987,US Census 1990
JACQUILINE,female,0.002,88.498,2988,US Census 1990
HILDE,female,0.002,88.5,2989,US Census 1990
FE,female,0.002,88.502,2990,US Census 1990
FAE,female,0.002,88.503,2991,US Census 1990
EVAN,female,0.002,88.505,2992,US Census 1990
EUGENE,female,0.002,88.506,2993,US Census 1990
ELOIS,female,0.002,88.508,2994,US Census 1990
ECHO,female,0.002,88.509,2995,US Census 1990
DEVORAH,female,0.002,88.511,2996,US Census 1990
CHAU,female,0.002,88.512,2997,US Census 1990
BRINDA,female,0.002,88.514,2998,US Census 1990
BETSEY,female,0.002,88.515,2999,US Census 1990
ARMINDA,female,0.002,88.517,3000,US Census 1990
ARACELIS,female,0.002,88.518,3001,US Census 1990
APRYL,female,0.002,88.52,3002,US Census 1990
ANNETT,female,0.002,88.522,3003,US Census 1990
ALISHIA,female,0.002,88.523,3004,US Census 1990
VEOLA,female,0.002,88.525,3005,US Census 1990
USHA,female,0.002,88.526,3006,US Census 1990
TOSHIKO,female,0.002,88.528,3007,US Census 1990
THEOLA,female,0.002,88.529,3008,US Census 1990
TASHIA,female,0.002,88.531,3009,US Census 1990
TALITHA,female,0.002,88.532,3010,US Census 1990
SHERY,female,0.002,88.534,3011,US Census 1990
RUDY,female,0.002,88.535,3012,US Census 1990
RENETTA,female,0.002,88.537,3013,US Census 1990
REIKO,female,0.002,88.538,3014,US Census 1990
RASHEEDA,female,0.002,88.54,3015,US Census 1990
OMEGA,female,0.002,88.541,3016,US Census 1990
OBDULIA,female,0.002,88.543,3017,US Census 1990
MIKA,female,0.002,88.544,3018,US Census 1990
MELAINE,female,0.002,88.546,3019,US Census 1990
MEGGAN,female,0.002,88.547,3020,US Census 1990
MARTIN,female,0.002,88.549,3021,US Census 1990
MARLEN,female,0.002,88.55,3022,US Census 1990
MARGET,female,0.002,88.552,3023,US Census 1990
MARCELINE,female,0.002,88.553,3024,US Census 1990
MANA,female,0.002,88.555,3025,US Census 1990
MAGDALEN,female,0.002,88.556,3026,US Census 1990
LIBRADA,female,0.002,88.558,3027,US Census 1990
LEZLIE,female,0.002,88.559,3028,US Census 1990
LEXIE,female,0.002,88.561,3029,US Census 1990
LATASHIA,female,0.002,88.562,3030,US Census 1990
LASANDRA,female,0.002,88.564,3031,US Census 1990
KELLE,female,0.002,88.565,3032,US Census 1990
ISIDRA,female,0.002,88.567,3033,US Census 1990
ISA,female,0.002,88.568,3034,US Census 1990
INOCENCIA,female,0.002,88.57,3035,US Census 1990
GWYN,female,0.002,88.571,3036,US Census 1990
FRANCOISE,female,0.002,88.573,3037,US Census 1990
ERMINIA,female,0.002,88.574,3038,US Census 1990
ERINN,female,0.002,88.576,3039,US Census 1990
DIMPLE,female,0.002,88.577,3040,US Census 1990
DEVORA,female,0.002,88.579,3041,US Census 1990
CRISELDA,female,0.002,88.58,3042,US Census 1990
ARMANDA,female,0.002,88.582,3043,US Census 1990
ARIE,female,0.002,88.583,3044,US Census 1990
ARIANE,female,0.002,88.585,3045,US Census 1990
ANGELO,female,0.002,88.586,3046,US Census 1990
ANGELENA,female,0.002,88.588,3047,US Census 1990
ALLEN,female,0.002,88.589,3048,US Census 1990
ALIZA,female,0.002,88.591,3049,US Census 1990
ADRIENE,female,0.002,88.592,3050,US Census 1990
ADALINE,female,0.002,88.594,3051,US Census 1990
XOCHITL,female,0.001,88.595,3052,US Census 1990
TWANNA,female,0.001,88.597,3053,US Census 1990
TRAN,female,0.001,88.598,3054,US Census 1990
TOMIKO,female,0.001,88.6,3055,US Census 1990
TAMISHA,female,0.001,88.601,3056,US Census 1990
TAISHA,female,0.001,88.603,3057,US Census 1990
SUSY,female,0.001,88.604,3058,US Census 1990
SIU,female,0.001,88.606,3059,US Census 1990
RUTHA,female,0.001,88.607,3060,US Census 1990
ROXY,female,0.001,88.609,3061,US Census 1990
RHONA,female,0.001,88.61,3062,US Census 1990
RAYMOND,female,0.001,88.612,3063,US Census 1990
OTHA,female,0.001,88.613,3064,US Census 1990
NORIKO,female,0.001,88.615,3065,US Census 1990
NATASHIA,female,0.001,88.616,3066,US Census 1990
MERRIE,female,0.001,88.618,3067,US Census 1990
MELVIN,female,0.001,88.619,3068,US Census 1990
MARINDA,female,0.001,88.62,3069,US Census 1990
MARIKO,female,0.001,88.622,3070,US Census 1990
MARGERT,female,0.001,88.623,3071,US Census 1990
LORIS,female,0.001,88.625,3072,US Census 1990
LIZZETTE,female,0.001,88.626,3073,US Census 1990
LEISHA,female,0.001,88.628,3074,US Census 1990
KAILA,female,0.001,88.629,3075,US Census 1990
KA,female,0.001,88.631,3076,US Census 1990
JOANNIE,female,0.001,88.632,3077,US Census 1990
JERRICA,female,0.001,88.634,3078,US Census 1990
JENE,female,0.001,88.635,3079,US Census 1990
JANNET,female,0.001,88.637,3080,US Census 1990
JANEE,female,0.001,88.638,3081,US Census 1990
JACINDA,female,0.001,88.64,3082,US Census 1990
HERTA,female,0.001,88.641,3083,US Census 1990
ELENORE,female,0.001,88.643,3084,US Census 1990
DORETTA,female,0.001,88.644,3085,US Census 1990
DELAINE,female,0.001,88.646,3086,US Census 1990
DANIELL,female,0.001,88.647,3087,US Census 1990
CLAUDIE,female,0.001,88.649,3088,US Census 1990
CHINA,female,0.001,88.65,3089,US Census 1990
BRITTA,female,0.001,88.651,3090,US Census 1990
APOLONIA,female,0.001,88.653,3091,US Census 1990
AMBERLY,female,0.001,88.654,3092,US Census 1990
ALEASE,female,0.001,88.656,3093,US Census 1990
YURI,female,0.001,88.657,3094,US Census 1990
YUK,female,0.001,88.659,3095,US Census 1990
WEN,female,0.001,88.66,3096,US Census 1990
WANETA,female,0.001,88.662,3097,US Census 1990
UTE,female,0.001,88.663,3098,US Census 1990
TOMI,female,0.001,88.665,3099,US Census 1990
SHARRI,female,0.001,88.666,3100,US Census 1990
SANDIE,female,0.001,88.667,3101,US Census 1990
ROSELLE,female,0.001,88.669,3102,US Census 1990
REYNALDA,female,0.001,88.67,3103,US Census 1990
RAGUEL,female,0.001,88.672,3104,US Census 1990
PHYLICIA,female,0.001,88.673,3105,US Census 1990
PATRIA,female,0.001,88.675,3106,US Census 1990
OLIMPIA,female,0.001,88.676,3107,US Census 1990
ODELIA,female,0.001,88.678,3108,US Census 1990
MITZIE,female,0.001,88.679,3109,US Census 1990
MITCHELL,female,0.001,88.68,3110,US Census 1990
MISS,female,0.001,88.682,3111,US Census 1990
MINDA,female,0.001,88.683,3112,US Census 1990
MIGNON,female,0.001,88.685,3113,US Census 1990
MICA,female,0.001,88.686,3114,US Census 1990
MENDY,female,0.001,88.688,3115,US Census 1990
MARIVEL,female,0.001,88.689,3116,US Census 1990
MAILE,female,0.001,88.691,3117,US Census 1990
LYNETTA,female,0.001,88.692,3118,US Census 1990
LAVETTE,female,0.001,88.693,3119,US Census 1990
LAURYN,female,0.001,88.695,3120,US Census 1990
LATRISHA,female,0.001,88.696,3121,US Census 1990
LAKIESHA,female,0.001,88.698,3122,US Census 1990
KIERSTEN,female,0.001,88.699,3123,US Census 1990
KARY,female,0.001,88.701,3124,US Census 1990
JOSPHINE,female,0.001,88.702,3125,US Census 1990
JOLYN,female,0.001,88.704,3126,US Census 1990
JETTA,female,0.001,88.705,3127,US Census 1990
JANISE,female,0.001,88.706,3128,US Census 1990
JACQUIE,female,0.001,88.708,3129,US Census 1990
IVELISSE,female,0.001,88.709,3130,US Census 1990
GLYNIS,female,0.001,88.711,3131,US Census 1990
GIANNA,female,0.001,88.712,3132,US Census 1990
GAYNELLE,female,0.001,88.714,3133,US Census 1990
EMERALD,female,0.001,88.715,3134,US Census 1990
DEMETRIUS,female,0.001,88.717,3135,US Census 1990
DANYELL,female,0.001,88.718,3136,US Census 1990
DANILLE,female,0.001,88.719,3137,US Census 1990
DACIA,female,0.001,88.721,3138,US Census 1990
CORALEE,female,0.001,88.722,3139,US Census 1990
CHER,female,0.001,88.724,3140,US Census 1990
CEOLA,female,0.001,88.725,3141,US Census 1990
BRETT,female,0.001,88.727,3142,US Census 1990
BELL,female,0.001,88.728,3143,US Census 1990
ARIANNE,female,0.001,88.73,3144,US Census 1990
ALESHIA,female,0.001,88.731,3145,US Census 1990
YUNG,female,0.001,88.732,3146,US Census 1990
WILLIEMAE,female,0.001,88.734,3147,US Census 1990
TROY,female,0.001,88.735,3148,US Census 1990
TRINH,female,0.001,88.737,3149,US Census 1990
THORA,female,0.001,88.738,3150,US Census 1990
TAI,female,0.001,88.739,3151,US Census 1990
SVETLANA,female,0.001,88.741,3152,US Census 1990
SHERIKA,female,0.001,88.742,3153,US Census 1990
SHEMEKA,female,0.001,88.744,3154,US Census 1990
SHAUNDA,female,0.001,88.745,3155,US Census 1990
ROSELINE,female,0.001,88.747,3156,US Census 1990
RICKI,female,0.001,88.748,3157,US Census 1990
MELDA,female,0.001,88.749,3158,US Census 1990
MALLIE,female,0.001,88.751,3159,US Census 1990
LAVONNA,female,0.001,88.752,3160,US Census 1990
LATINA,female,0.001,88.754,3161,US Census 1990
LARRY,female,0.001,88.755,3162,US Census 1990
LAQUANDA,female,0.001,88.756,3163,US Census 1990
LALA,female,0.001,88.758,3164,US Census 1990
LACHELLE,female,0.001,88.759,3165,US Census 1990
KLARA,female,0.001,88.761,3166,US Census 1990
KANDIS,female,0.001,88.762,3167,US Census 1990
JOHNA,female,0.001,88.763,3168,US Census 1990
JEANMARIE,female,0.001,88.765,3169,US Census 1990
JAYE,female,0.001,88.766,3170,US Census 1990
HANG,female,0.001,88.768,3171,US Census 1990
GRAYCE,female,0.001,88.769,3172,US Census 1990
GERTUDE,female,0.001,88.771,3173,US Census 1990
EMERITA,female,0.001,88.772,3174,US Census 1990
EBONIE,female,0.001,88.773,3175,US Census 1990
CLORINDA,female,0.001,88.775,3176,US Census 1990
CHING,female,0.001,88.776,3177,US Census 1990
CHERY,female,0.001,88.778,3178,US Census 1990
CAROLA,female,0.001,88.779,3179,US Census 1990
BREANN,female,0.001,88.78,3180,US Census 1990
BLOSSOM,female,0.001,88.782,3181,US Census 1990
BERNARDINE,female,0.001,88.783,3182,US Census 1990
BECKI,female,0.001,88.785,3183,US Census 1990
ARLETHA,female,0.001,88.786,3184,US Census 1990
ARGELIA,female,0.001,88.788,3185,US Census 1990
ARA,female,0.001,88.789,3186,US Census 1990
ALITA,female,0.001,88.79,3187,US Census 1990
YULANDA,female,0.001,88.792,3188,US Census 1990
YON,female,0.001,88.793,3189,US Census 1990
YESSENIA,female,0.001,88.794,3190,US Census 1990
TOBI,female,0.001,88.796,3191,US Census 1990
TASIA,female,0.001,88.797,3192,US Census 1990
SYLVIE,female,0.001,88.799,3193,US Census 1990
SHIRL,female,0.001,88.8,3194,US Census 1990
SHIRELY,female,0.001,88.801,3195,US Census 1990
SHERIDAN,female,0.001,88.803,3196,US Census 1990
SHELLA,female,0.001,88.804,3197,US Census 1990
SHANTELLE,female,0.001,88.806,3198,US Census 1990
SACHA,female,0.001,88.807,3199,US Census 1990
ROYCE,female,0.001,88.808,3200,US Census 1990
REBECKA,female,0.001,88.81,3201,US Census 1990
REAGAN,female,0.001,88.811,3202,US Census 1990
PROVIDENCIA,female,0.001,88.812,3203,US Census 1990
PAULENE,female,0.001,88.814,3204,US Census 1990
MISHA,female,0.001,88.815,3205,US Census 1990
MIKI,female,0.001,88.817,3206,US Census 1990
MARLINE,female,0.001,88.818,3207,US Census 1990
MARICA,female,0.001,88.819,3208,US Census 1990
LORITA,female,0.001,88.821,3209,US Census 1990
LATOYIA,female,0.001,88.822,3210,US Census 1990
LASONYA,female,0.001,88.824,3211,US Census 1990
KERSTIN,female,0.001,88.825,3212,US Census 1990
KENDA,female,0.001,88.826,3213,US Census 1990
KEITHA,female,0.001,88.828,3214,US Census 1990
KATHRIN,female,0.001,88.829,3215,US Census 1990
JAYMIE,female,0.001,88.83,3216,US Census 1990
JACK,female,0.001,88.832,3217,US Census 1990
GRICELDA,female,0.001,88.833,3218,US Census 1990
GINETTE,female,0.001,88.835,3219,US Census 1990
ERYN,female,0.001,88.836,3220,US Census 1990
ELINA,female,0.001,88.837,3221,US Census 1990
ELFRIEDA,female,0.001,88.839,3222,US Census 1990
DANYEL,female,0.001,88.84,3223,US Census 1990
CHEREE,female,0.001,88.841,3224,US Census 1990
CHANELLE,female,0.001,88.843,3225,US Census 1990
BARRIE,female,0.001,88.844,3226,US Census 1990
AVERY,female,0.001,88.846,3227,US Census 1990
AURORE,female,0.001,88.847,3228,US Census 1990
ANNAMARIA,female,0.001,88.848,3229,US Census 1990
ALLEEN,female,0.001,88.85,3230,US Census 1990
AILENE,female,0.001,88.851,3231,US Census 1990
AIDE,female,0.001,88.853,3232,US Census 1990
YASMINE,female,0.001,88.854,3233,US Census 1990
VASHTI,female,0.001,88.855,3234,US Census 1990
VALENTINE,female,0.001,88.857,3235,US Census 1990
TREASA,female,0.001,88.858,3236,US Census 1990
TORY,female,0.001,88.859,3237,US Census 1990
TIFFANEY,female,0.001,88.861,3238,US Census 1990
SHERYLL,female,0.001,88.862,3239,US Census 1990
SHARIE,female,0.001,88.863,3240,US Census 1990
SHANAE,female,0.001,88.865,3241,US Census 1990
SAU,female,0.001,88.866,3242,US Census 1990
RAISA,female,0.001,88.867,3243,US Census 1990
PA,female,0.001,88.869,3244,US Census 1990
NEDA,female,0.001,88.87,3245,US Census 1990
MITSUKO,female,0.001,88.871,3246,US Census 1990
MIRELLA,female,0.001,88.873,3247,US Census 1990
MILDA,female,0.001,88.874,3248,US Census 1990
MARYANNA,female,0.001,88.875,3249,US Census 1990
MARAGRET,female,0.001,88.877,3250,US Census 1990
MABELLE,female,0.001,88.878,3251,US Census 1990
LUETTA,female,0.001,88.88,3252,US Census 1990
LORINA,female,0.001,88.881,3253,US Census 1990
LETISHA,female,0.001,88.882,3254,US Census 1990
LATARSHA,female,0.001,88.884,3255,US Census 1990
LANELLE,female,0.001,88.885,3256,US Census 1990
LAJUANA,female,0.001,88.886,3257,US Census 1990
KRISSY,female,0.001,88.888,3258,US Census 1990
KARLY,female,0.001,88.889,3259,US Census 1990
KARENA,female,0.001,88.89,3260,US Census 1990
JON,female,0.001,88.892,3261,US Census 1990
JESSIKA,female,0.001,88.893,3262,US Census 1990
JERICA,female,0.001,88.894,3263,US Census 1990
JEANELLE,female,0.001,88.896,3264,US Census 1990
JANUARY,female,0.001,88.897,3265,US Census 1990
JALISA,female,0.001,88.898,3266,US Census 1990
JACELYN,female,0.001,88.9,3267,US Census 1990
IZOLA,female,0.001,88.901,3268,US Census 1990
IVEY,female,0.001,88.902,3269,US Census 1990
GREGORY,female,0.001,88.904,3270,US Census 1990
EUNA,female,0.001,88.905,3271,US Census 1990
ETHA,female,0.001,88.907,3272,US Census 1990
DREW,female,0.001,88.908,3273,US Census 1990
DOMITILA,female,0.001,88.909,3274,US Census 1990
DOMINICA,female,0.001,88.911,3275,US Census 1990
DAINA,female,0.001,88.912,3276,US Census 1990
CREOLA,female,0.001,88.913,3277,US Census 1990
CARLI,female,0.001,88.915,3278,US Census 1990
CAMIE,female,0.001,88.916,3279,US Census 1990
BUNNY,female,0.001,88.917,3280,US Census 1990
BRITTNY,female,0.001,88.919,3281,US Census 1990
ASHANTI,female,0.001,88.92,3282,US Census 1990
ANISHA,female,0.001,88.921,3283,US Census 1990
ALEEN,female,0.001,88.923,3284,US Census 1990
ADAH,female,0.001,88.924,3285,US Census 1990
YASUKO,female,0.001,88.925,3286,US Census 1990
WINTER,female,0.001,88.927,3287,US Census 1990
VIKI,female,0.001,88.928,3288,US Census 1990
VALRIE,female,0.001,88.929,3289,US Census 1990
TONA,female,0.001,88.931,3290,US Census 1990
TINISHA,female,0.001,88.932,3291,US Census 1990
THI,female,0.001,88.933,3292,US Census 1990
TERISA,female,0.001,88.935,3293,US Census 1990
TATUM,female,0.001,88.936,3294,US Census 1990
TANEKA,female,0.001,88.937,3295,US Census 1990
SIMONNE,female,0.001,88.939,3296,US Census 1990
SHALANDA,female,0.001,88.94,3297,US Census 1990
SERITA,female,0.001,88.941,3298,US Census 1990
RESSIE,female,0.001,88.943,3299,US Census 1990
REFUGIA,female,0.001,88.944,3300,US Census 1990
PAZ,female,0.001,88.945,3301,US Census 1990
OLENE,female,0.001,88.947,3302,US Census 1990
NA,female,0.001,88.948,3303,US Census 1990
MERRILL,female,0.001,88.949,3304,US Census 1990
MARGHERITA,female,0.001,88.95,3305,US Census 1990
MANDIE,female,0.001,88.952,3306,US Census 1990
MAN,female,0.001,88.953,3307,US Census 1990
MAIRE,female,0.001,88.954,3308,US Census 1990
LYNDIA,female,0.001,88.956,3309,US Census 1990
LUCI,female,0.001,88.957,3310,US Census 1990
LORRIANE,female,0.001,88.958,3311,US Census 1990
LORETA,female,0.001,88.96,3312,US Census 1990
LEONIA,female,0.001,88.961,3313,US Census 1990
LAVONA,female,0.001,88.962,3314,US Census 1990
LASHAWNDA,female,0.001,88.964,3315,US Census 1990
LAKIA,female,0.001,88.965,3316,US Census 1990
KYOKO,female,0.001,88.966,3317,US Census 1990
KRYSTINA,female,0.001,88.968,3318,US Census 1990
KRYSTEN,female,0.001,88.969,3319,US Census 1990
KENIA,female,0.001,88.97,3320,US Census 1990
KELSI,female,0.001,88.972,3321,US Census 1990
JUDE,female,0.001,88.973,3322,US Census 1990
JEANICE,female,0.001,88.974,3323,US Census 1990
ISOBEL,female,0.001,88.976,3324,US Census 1990
GEORGIANN,female,0.001,88.977,3325,US Census 1990
GENNY,female,0.001,88.978,3326,US Census 1990
FELICIDAD,female,0.001,88.979,3327,US Census 1990
EILENE,female,0.001,88.981,3328,US Census 1990
DEON,female,0.001,88.982,3329,US Census 1990
DELOISE,female,0.001,88.983,3330,US Census 1990
DEEDEE,female,0.001,88.985,3331,US Census 1990
DANNIE,female,0.001,88.986,3332,US Census 1990
CONCEPTION,female,0.001,88.987,3333,US Census 1990
CLORA,female,0.001,88.989,3334,US Census 1990
CHERILYN,female,0.001,88.99,3335,US Census 1990
CHANG,female,0.001,88.991,3336,US Census 1990
CALANDRA,female,0.001,88.993,3337,US Census 1990
BERRY,female,0.001,88.994,3338,US Census 1990
ARMANDINA,female,0.001,88.995,3339,US Census 1990
ANISA,female,0.001,88.997,3340,US Census 1990
ULA,female,0.001,88.998,3341,US Census 1990
TIMOTHY,female,0.001,88.999,3342,US Census 1990
TIERA,female,0.001,89.0,3343,US Census 1990
THERESSA,female,0.001,89.002,3344,US Census 1990
STEPHANIA,female,0.001,89.003,3345,US Census 1990
SIMA,female,0.001,89.004,3346,US Census 1990
SHYLA,female,0.001,89.006,3347,US Census 1990
SHONTA,female,0.001,89.007,3348,US Census 1990
SHERA,female,0.001,89.008,3349,US Census 1990
SHAQUITA,female,0.001,89.01,3350,US Census 1990
SHALA,female,0.001,89.011,3351,US Census 1990
SAMMY,female,0.001,89.012,3352,US Census 1990
ROSSANA,female,0.001,89.013,3353,US Census 1990
NOHEMI,female,0.001,89.015,3354,US Census 1990
NERY,female,0.001,89.016,3355,US Census 1990
MORIAH,female,0.001,89.017,3356,US Census 1990
MELITA,female,0.001,89.019,3357,US Census 1990
MELIDA,female,0.001,89.02,3358,US Census 1990
MELANI,female,0.001,89.021,3359,US Census 1990
MARYLYNN,female,0.001,89.022,3360,US Census 1990
MARISHA,female,0.001,89.024,3361,US Census 1990
MARIETTE,female,0.001,89.025,3362,US Census 1990
MALORIE,female,0.001,89.026,3363,US Census 1990
MADELENE,female,0.001,89.028,3364,US Census 1990
LUDIVINA,female,0.001,89.029,3365,US Census 1990
LORIA,female,0.001,89.03,3366,US Census 1990
LORETTE,female,0.001,89.031,3367,US Census 1990
LORALEE,female,0.001,89.033,3368,US Census 1990
LIANNE,female,0.001,89.034,3369,US Census 1990
LEON,female,0.001,89.035,3370,US Census 1990
LAVENIA,female,0.001,89.037,3371,US Census 1990
LAURINDA,female,0.001,89.038,3372,US Census 1990
LASHON,female,0.001,89.039,3373,US Census 1990
KIT,female,0.001,89.04,3374,US Census 1990
KIMI,female,0.001,89.042,3375,US Census 1990
KEILA,female,0.001,89.043,3376,US Census 1990
KATELYNN,female,0.001,89.044,3377,US Census 1990
KAI,female,0.001,89.046,3378,US Census 1990
JONE,female,0.001,89.047,3379,US Census 1990
JOANE,female,0.001,89.048,3380,US Census 1990
JI,female,0.001,89.049,3381,US Census 1990
JAYNA,female,0.001,89.051,3382,US Census 1990
JANELLA,female,0.001,89.052,3383,US Census 1990
JA,female,0.001,89.053,3384,US Census 1990
HUE,female,0.001,89.055,3385,US Census 1990
HERTHA,female,0.001,89.056,3386,US Census 1990
FRANCENE,female,0.001,89.057,3387,US Census 1990
ELINORE,female,0.001,89.058,3388,US Census 1990
DESPINA,female,0.001,89.06,3389,US Census 1990
DELSIE,female,0.001,89.061,3390,US Census 1990
DEEDRA,female,0.001,89.062,3391,US Census 1990
CLEMENCIA,female,0.001,89.064,3392,US Census 1990
CARRY,female,0.001,89.065,3393,US Census 1990
CAROLIN,female,0.001,89.066,3394,US Census 1990
CARLOS,female,0.001,89.067,3395,US Census 1990
BULAH,female,0.001,89.069,3396,US Census 1990
BRITTANIE,female,0.001,89.07,3397,US Census 1990
BOK,female,0.001,89.071,3398,US Census 1990
BLONDELL,female,0.001,89.073,3399,US Census 1990
BIBI,female,0.001,89.074,3400,US Census 1990
BEAULAH,female,0.001,89.075,3401,US Census 1990
BEATA,female,0.001,89.076,3402,US Census 1990
ANNITA,female,0.001,89.078,3403,US Census 1990
AGRIPINA,female,0.001,89.079,3404,US Census 1990
VIRGEN,female,0.001,89.08,3405,US Census 1990
VALENE,female,0.001,89.082,3406,US Census 1990
UN,female,0.001,89.083,3407,US Census 1990
TWANDA,female,0.001,89.084,3408,US Census 1990
TOMMYE,female,0.001,89.085,3409,US Census 1990
TOI,female,0.001,89.087,3410,US Census 1990
TARRA,female,0.001,89.088,3411,US Census 1990
TARI,female,0.001,89.089,3412,US Census 1990
TAMMERA,female,0.001,89.09,3413,US Census 1990
SHAKIA,female,0.001,89.092,3414,US Census 1990
SADYE,female,0.001,89.093,3415,US Census 1990
RUTHANNE,female,0.001,89.094,3416,US Census 1990
ROCHEL,female,0.001,89.095,3417,US Census 1990
RIVKA,female,0.001,89.097,3418,US Census 1990
PURA,female,0.001,89.098,3419,US Census 1990
NENITA,female,0.001,89.099,3420,US Census 1990
NATISHA,female,0.001,89.1,3421,US Census 1990
MING,female,0.001,89.102,3422,US Census 1990
MERRILEE,female,0.001,89.103,3423,US Census 1990
MELODEE,female,0.001,89.104,3424,US Census 1990
MARVIS,female,0.001,89.105,3425,US Census 1990
LUCILLA,female,0.001,89.107,3426,US Census 1990
LEENA,female,0.001,89.108,3427,US Census 1990
LAVETA,female,0.001,89.109,3428,US Census 1990
LARITA,female,0.001,89.11,3429,US Census 1990
LANIE,female,0.001,89.112,3430,US Census 1990
KEREN,female,0.001,89.113,3431,US Census 1990
