birth_date,birth_first_name,birth_last_name,birth_middle_name,birth_name,birth_year,death_date,debut_year,final_year,first_name,full_name,last_name,nickname,nicknames,player_url,source
,Stanley,Spence,Orville,Stanley Orville Spence,1915,,,,Stanley,Stan Spence,Spence,Stan,,https://www.baseball-almanac.com/players/player.php?p=spencst01,Baseball Almanac
,Edward,Stanky,Raymond,Edward Raymond Stanky,1915,,,,Edward,Eddie Stanky,Stanky,Ed - Eddie - The Brat,,https://www.baseball-almanac.com/players/player.php?p=stanked01,Baseball Almanac
,James,Steiner,Harry,James Harry Steiner,1915,,,,James,Red Steiner,Steiner,Red,,https://www.baseball-almanac.com/players/player.php?p=steinre01,Baseball Almanac
,Raymond,Stoviak,Thomas,Raymond Thomas Stoviak,1915,,,,Raymond,Ray Stoviak,Stoviak,Ray,,https://www.baseball-almanac.com/players/player.php?p=stovira01,Baseball Almanac
,Nicholas,Strincevich,,Nicholas Strincevich,1915,,,,Nicholas,Nick Strincevich,Strincevich,Jumbo or Nick,"['Jumbo', 'Nick']",https://www.baseball-almanac.com/players/player.php?p=strinni01,Baseball Almanac
,Charles,Suche,Morris,Charles Morris Suche,1915,,,,Charles,Charley Suche,Suche,Charley,,https://www.baseball-almanac.com/players/player.php?p=suchech01,Baseball Almanac
,Charles,Sutcliffe,Inigo,Charles Inigo Sutcliffe,1915,,,,Charles,Butch Sutcliffe,Sutcliffe,Butch,,https://www.baseball-almanac.com/players/player.php?p=sutclbu01,Baseball Almanac
,Harry,Sweeney,Leon,Harry Leon Sweeney,1915,,,,Harry,Hank Sweeney,Sweeney,Hank,,https://www.baseball-almanac.com/players/player.php?p=sweenha01,Baseball Almanac
,Robert,Swift,Virgil,Robert Virgil Swift,1915,,,,Robert,Bob Swift,Swift,Bob,,https://www.baseball-almanac.com/players/player.php?p=swiftbo01,Baseball Almanac
,Oadis,Swigart,Vaughn,Oadis Vaughn Swigart,1915,,,,Oadis,Oad Swigart,Swigart,Oad,,https://www.baseball-almanac.com/players/player.php?p=swigaoa01,Baseball Almanac
,Eric,Tipton,Gordon,Eric Gordon Tipton,1915,,,,Eric,Eric Tipton,Tipton,Blue Devil,,https://www.baseball-almanac.com/players/player.php?p=tiptoer01,Baseball Almanac
,Don,Torres,Gilberto (Nunez),Don Gilberto (Nunez) Torres,1915,,,,Don,Gil Torres,Torres,Gil,,https://www.baseball-almanac.com/players/player.php?p=torregi01,Baseball Almanac
,Stephen,Tramback,Joseph,Stephen Joseph Tramback,1915,,,,Stephen,Red Tramback,Tramback,Red,,https://www.baseball-almanac.com/players/player.php?p=trambre01,Baseball Almanac
,Frank,Trechock,Adam,Frank Adam Trechock,1915,,,,Frank,Frank Trechock,Trechock,,,https://www.baseball-almanac.com/players/player.php?p=trechfr01,Baseball Almanac
,Paul,Trout,Howard,Paul Howard Trout,1915,,,,Paul,Dizzy Trout,Trout,Dizzy,,https://www.baseball-almanac.com/players/player.php?p=troutdi01,Baseball Almanac
,Emil,Verban,Matthew,Emil Matthew Verban,1915,,,,Emil,Emil Verban,Verban,The Antelope,,https://www.baseball-almanac.com/players/player.php?p=verbaem01,Baseball Almanac
,Harold,Wagner,Edward,Harold Edward Wagner,1915,,,,Harold,Hal Wagner,Wagner,Hal,,https://www.baseball-almanac.com/players/player.php?p=wagneha01,Baseball Almanac
,Edwin,Walczak,Joseph,Edwin Joseph Walczak,1915,,,,Edwin,Ed Walczak,Walczak,Ed or Husky,"['Ed', 'Husky']",https://www.baseball-almanac.com/players/player.php?p=walczed01,Baseball Almanac
,Cyril,Weatherly,Roy,Cyril Roy Weatherly,1915,,,,Cyril,Roy Weatherly,Weatherly,"Stormy, Stormy Weather or Roy","['Stormy, Stormy Weather', 'Roy']",https://www.baseball-almanac.com/players/player.php?p=weathro01,Baseball Almanac
,Lester,Webber,Elmer,Lester Elmer Webber,1915,,,,Lester,Les Webber,Webber,Les,,https://www.baseball-almanac.com/players/player.php?p=webbele01,Baseball Almanac
,Charles,Wensloff,William,Charles William Wensloff,1915,,,,Charles,Butch Wensloff,Wensloff,Butch,,https://www.baseball-almanac.com/players/player.php?p=wenslbu01,Baseball Almanac
,Richard,West,Thomas,Richard Thomas West,1915,,,,Richard,Dick West,West,Dick,,https://www.baseball-almanac.com/players/player.php?p=westdi01,Baseball Almanac
,Weldon,West,Edison,Weldon Edison West,1915,,,,Weldon,Lefty West,West,Lefty,,https://www.baseball-almanac.com/players/player.php?p=westle01,Baseball Almanac
,Edward,Wheeler,Raymond,Edward Raymond Wheeler,1915,,,,Edward,Ed Wheeler,Wheeler,Ed,,https://www.baseball-almanac.com/players/player.php?p=wheeled02,Baseball Almanac
,Theodore,Wilks,,Theodore Wilks,1915,,,,Theodore,Ted Wilks,Wilks,Cork or Ted,"['Cork', 'Ted']",https://www.baseball-almanac.com/players/player.php?p=wilkste01,Baseball Almanac
,Nicholas,Witek,Joseph,Nicholas Joseph Witek,1915,,,,Nicholas,Mickey Witek,Witek,Mickey,,https://www.baseball-almanac.com/players/player.php?p=witekmi01,Baseball Almanac
,Jerome,Witte,Charles,Jerome Charles Witte,1915,,,,Jerome,Jerry Witte,Witte,Jerry,,https://www.baseball-almanac.com/players/player.php?p=witteje01,Baseball Almanac
,Charles,Workman,Thomas,Charles Thomas Workman,1915,,,,Charles,Chuck Workman,Workman,Chuck,,https://www.baseball-almanac.com/players/player.php?p=workmch01,Baseball Almanac
,Norman,Young,Robert,Norman Robert Young,1915,,,,Norman,Babe Young,Young,Babe,,https://www.baseball-almanac.com/players/player.php?p=youngba01,Baseball Almanac
,Floyd,Yount,Edwin,Floyd Edwin Yount,1915,,,,Floyd,Eddie Yount,Yount,Eddie,,https://www.baseball-almanac.com/players/player.php?p=younted01,Baseball Almanac
,Joseph,Antolick,,Joseph Antolick,1916,,,,Joseph,Joe Antolick,Antolick,Joe,,https://www.baseball-almanac.com/players/player.php?p=antoljo01,Baseball Almanac
,James,Jr.,"Charles Jacob Bagby,","James Charles Jacob Bagby, Jr.",1916,,,,James,Jim Bagby,Jr.,Jim,,https://www.baseball-almanac.com/players/player.php?p=bagbyji02,Baseball Almanac
,Floyd,Baker,Wilton,Floyd Wilton Baker,1916,,,,Floyd,Floyd Baker,Baker,The Glove Man,,https://www.baseball-almanac.com/players/player.php?p=bakerfl01,Baseball Almanac
,Floyd,Bevens,Clifford,Floyd Clifford Bevens,1916,,,,Floyd,Bill Bevens,Bevens,Bill,,https://www.baseball-almanac.com/players/player.php?p=bevenbi01,Baseball Almanac
,Hiram,Sosa,Gabriel Bithorn,Hiram Gabriel Bithorn Sosa,1916,,,,Hiram,Hi Bithorn,Sosa,Hi or Hurricane Hiram,"['Hi', 'Hurricane Hiram']",https://www.baseball-almanac.com/players/player.php?p=bithohi01,Baseball Almanac
,Donald,Black,Paul,Donald Paul Black,1916,,,,Donald,Don Black,Black,Don,,https://www.baseball-almanac.com/players/player.php?p=blackdo01,Baseball Almanac
,Henry,Borowy,Ludwig,Henry Ludwig Borowy,1916,,,,Henry,Hank Borowy,Borowy,Hank,,https://www.baseball-almanac.com/players/player.php?p=borowha01,Baseball Almanac
,Charles,Brewster,Lawrence,Charles Lawrence Brewster,1916,,,,Charles,Charlie Brewster,Brewster,Charlie,,https://www.baseball-almanac.com/players/player.php?p=brewsch01,Baseball Almanac
,Kenneth,Burkhardt,William,Kenneth William Burkhardt,1916,,,,Kenneth,Ken Burkhart,Burkhardt,Ken,,https://www.baseball-almanac.com/players/player.php?p=burkhke01,Baseball Almanac
,Joseph,Burns,James,Joseph James Burns,1916,,,,Joseph,Joe Burns,Burns,Joe,,https://www.baseball-almanac.com/players/player.php?p=burnsjo03,Baseball Almanac
,Edward,Butka,Luke,Edward Luke Butka,1916,,,,Edward,Ed Butka,Butka,Babe or Ed,"['Babe', 'Ed']",https://www.baseball-almanac.com/players/player.php?p=butkaed01,Baseball Almanac
,Milton,Byrnes,John,Milton John Byrnes,1916,,,,Milton,Milt Byrnes,Byrnes,Skippy or Milt,"['Skippy', 'Milt']",https://www.baseball-almanac.com/players/player.php?p=byrnemi01,Baseball Almanac
,Joseph,Callahan,Thomas,Joseph Thomas Callahan,1916,,,,Joseph,Joe Callahan,Callahan,Joe,,https://www.baseball-almanac.com/players/player.php?p=callajo01,Baseball Almanac
,Alexander,Campani),Sebastian Campanis (Born: Alessandro,Alexander Sebastian Campanis (Born: Alessandro Campani),1916,,,,Alexander,Al Campanis,Campani),Al,,https://www.baseball-almanac.com/players/player.php?p=campaal01,Baseball Almanac
,Edwin,Carnett,Elliott,Edwin Elliott Carnett,1916,,,,Edwin,Eddie Carnett,Carnett,Lefty or Eddie,"['Lefty', 'Eddie']",https://www.baseball-almanac.com/players/player.php?p=carneed01,Baseball Almanac
,Philip,Cavarretta,Joseph,Philip Joseph Cavarretta,1916,,,,Philip,Phil Cavarretta,Cavarretta,Phil or Philibuck,"['Phil', 'Philibuck']",https://www.baseball-almanac.com/players/player.php?p=cavarph01,Baseball Almanac
,Rex,Cecil,Ralston,Rex Ralston Cecil,1916,,,,Rex,Rex Cecil,Cecil,,,https://www.baseball-almanac.com/players/player.php?p=cecilre01,Baseball Almanac
,William,Chapman,Fred,William Fred Chapman,1916,,,,William,Fred Chapman,Chapman,Chappie or Fred,"['Chappie', 'Fred']",https://www.baseball-almanac.com/players/player.php?p=chapmfr02,Baseball Almanac
,Samuel,Chapman,Blake,Samuel Blake Chapman,1916,,,,Samuel,Sam Chapman,Chapman,Sam or The Tiburon Terror,"['Sam', 'The Tiburon Terror']",https://www.baseball-almanac.com/players/player.php?p=chapmsa01,Baseball Almanac
,Michael,Chartak,George,Michael George Chartak,1916,,,,Michael,Mike Chartak,Chartak,Shotgun or Mike,"['Shotgun', 'Mike']",https://www.baseball-almanac.com/players/player.php?p=chartmi01,Baseball Almanac
,Thaddeus,Cieslak,Walter,Thaddeus Walter Cieslak,1916,,,,Thaddeus,Ted Cieslak,Cieslak,Ted,,https://www.baseball-almanac.com/players/player.php?p=cieslte01,Baseball Almanac
,Ellis,Clary,,Ellis Clary,1916,,,,Ellis,Ellis Clary,Clary,Cat,,https://www.baseball-almanac.com/players/player.php?p=claryel01,Baseball Almanac
,Edward,Jr.,"Trowbridge Collins,","Edward Trowbridge Collins, Jr.",1916,,,,Edward,Eddie Collins,Jr.,Eddie,,https://www.baseball-almanac.com/players/player.php?p=collied02,Baseball Almanac
,Jorge,Comellas,(Pous),Jorge (Pous) Comellas,1916,,,,Jorge,Jorge Comellas,Comellas,Pancho,,https://www.baseball-almanac.com/players/player.php?p=comeljo01,Baseball Almanac
,Jack,Creel,Dalton,Jack Dalton Creel,1916,,,,Jack,Jack Creel,Creel,Tex,,https://www.baseball-almanac.com/players/player.php?p=creelja01,Baseball Almanac
,Alfred,Dean,Lovill,Alfred Lovill Dean,1916,,,,Alfred,Chubby Dean,Dean,Chubby,,https://www.baseball-almanac.com/players/player.php?p=deanch01,Baseball Almanac
,Alva,Derry,Russell,Alva Russell Derry,1916,,,,Alva,Russ Derry,Derry,Russ,,https://www.baseball-almanac.com/players/player.php?p=derryru01,Baseball Almanac
,Murry,Dickson,Monroe,Murry Monroe Dickson,1916,,,,Murry,Murry Dickson,Dickson,Thomas Edison of the Mound,,https://www.baseball-almanac.com/players/player.php?p=dicksmu01,Baseball Almanac
,Willard,Donovan,Earl,Willard Earl Donovan,1916,,,,Willard,Bill Donovan,Donovan,Bill,,https://www.baseball-almanac.com/players/player.php?p=donovbi02,Baseball Almanac
,Clemens,Dreisewerd,Johann,Clemens Johann Dreisewerd,1916,,,,Clemens,Clem Dreisewerd,Dreisewerd,Clem or Steamboat,"['Clem', 'Steamboat']",https://www.baseball-almanac.com/players/player.php?p=dreiscl01,Baseball Almanac
,Frank,Drews,John,Frank John Drews,1916,,,,Frank,Frank Drews,Drews,,,https://www.baseball-almanac.com/players/player.php?p=drewsfr01,Baseball Almanac
,John,Dudra,Joseph,John Joseph Dudra,1916,,,,John,John Dudra,Dudra,,,https://www.baseball-almanac.com/players/player.php?p=dudrajo01,Baseball Almanac
,Robert,Elliott,Irving,Robert Irving Elliott,1916,,,,Robert,Bob Elliott,Elliott,Mr. Team or Bob,"['Mr. Team', 'Bob']",https://www.baseball-almanac.com/players/player.php?p=elliobo01,Baseball Almanac
,Alfred,Evans,Hubert,Alfred Hubert Evans,1916,,,,Alfred,Al Evans,Evans,Al,,https://www.baseball-almanac.com/players/player.php?p=evansal01,Baseball Almanac
,Reuben,Fischer,Walter,Reuben Walter Fischer,1916,,,,Reuben,Rube Fischer,Fischer,Rube,,https://www.baseball-almanac.com/players/player.php?p=fischru01,Baseball Almanac
,Donald,Fisher,Raymond,Donald Raymond Fisher,1916,,,,Donald,Don Fisher,Fisher,Don,,https://www.baseball-almanac.com/players/player.php?p=fishedo01,Baseball Almanac
,Albert,Flair,Dell,Albert Dell Flair,1916,,,,Albert,Al Flair,Flair,Broadway or Al,"['Broadway', 'Al']",https://www.baseball-almanac.com/players/player.php?p=flairal01,Baseball Almanac
,Elburt,Fletcher,Preston,Elburt Preston Fletcher,1916,,,,Elburt,Elbie Fletcher,Fletcher,Elbie,,https://www.baseball-almanac.com/players/player.php?p=fletcel01,Baseball Almanac
,Joseph,Gantenbein,Steven,Joseph Steven Gantenbein,1916,,,,Joseph,Joe Gantenbein,Gantenbein,Sep or Joe,"['Sep', 'Joe']",https://www.baseball-almanac.com/players/player.php?p=gantejo01,Baseball Almanac
,Nathaniel,Garbark,Michael,Nathaniel Michael Garbark,1916,,,,Nathaniel,Mike Garbark,Garbark,Mike,,https://www.baseball-almanac.com/players/player.php?p=garbami01,Baseball Almanac
,Miles,Gardner,Glenn,Miles Glenn Gardner,1916,,,,Miles,Glenn Gardner,Gardner,Glenn,,https://www.baseball-almanac.com/players/player.php?p=gardngl01,Baseball Almanac
,Virgil,Garriott,Cecil,Virgil Cecil Garriott,1916,,,,Virgil,Cecil Garriott,Garriott,Cecil,,https://www.baseball-almanac.com/players/player.php?p=garrice01,Baseball Almanac
,Samuel,Gentile,Christopher,Samuel Christopher Gentile,1916,,,,Samuel,Sam Gentile,Gentile,Sam,,https://www.baseball-almanac.com/players/player.php?p=gentisa01,Baseball Almanac
,Oscar,Georgy,John,Oscar John Georgy,1916,,,,Oscar,Oscar Georgy,Georgy,,,https://www.baseball-almanac.com/players/player.php?p=georgos01,Baseball Almanac
,Nicholas,Goulish,Edward,Nicholas Edward Goulish,1916,,,,Nicholas,Nick Goulish,Goulish,Nick,,https://www.baseball-almanac.com/players/player.php?p=goulini01,Baseball Almanac
,Jack,Graham,Bernard,Jack Bernard Graham,1916,,,,Jack,Jack Graham,Graham,,,https://www.baseball-almanac.com/players/player.php?p=grahaja01,Baseball Almanac
,Richard,Hahn,Frederick,Richard Frederick Hahn,1916,,,,Richard,Dick Hahn,Hahn,Dick,,https://www.baseball-almanac.com/players/player.php?p=hahndi01,Baseball Almanac
,Ralph,Hamner,Conant,Ralph Conant Hamner,1916,,,,Ralph,Ralph Hamner,Hamner,Bruz,,https://www.baseball-almanac.com/players/player.php?p=hamnera01,Baseball Almanac
,Donald,Hanyzewski,Thomas,Donald Thomas Hanyzewski,1916,,,,Donald,Don Hanski,Hanyzewski,Don,,https://www.baseball-almanac.com/players/player.php?p=hanskdo01,Baseball Almanac
,Robert,Harris,Ned,Robert Ned Harris,1916,,,,Robert,Ned Harris,Harris,Ned,,https://www.baseball-almanac.com/players/player.php?p=harrine01,Baseball Almanac
,Ray,Hathaway,Wilson,Ray Wilson Hathaway,1916,,,,Ray,Ray Hathaway,Hathaway,,,https://www.baseball-almanac.com/players/player.php?p=hathara01,Baseball Almanac
,Joseph,Hatten,Hilarian,Joseph Hilarian Hatten,1916,,,,Joseph,Joe Hatten,Hatten,Joe or Lefty,"['Joe', 'Lefty']",https://www.baseball-almanac.com/players/player.php?p=hattejo01,Baseball Almanac
,George,Hausmann,John,George John Hausmann,1916,,,,George,George Hausmann,Hausmann,,,https://www.baseball-almanac.com/players/player.php?p=hausmge01,Baseball Almanac
,Salvador,Hernandez,Jose (Ramos),Salvador Jose (Ramos) Hernandez,1916,,,,Salvador,Chico Hernandez,Hernandez,Chico,,https://www.baseball-almanac.com/players/player.php?p=hernach01,Baseball Almanac
,William,Hitchcock,Clyde,William Clyde Hitchcock,1916,,,,William,Billy Hitchcock,Hitchcock,Billy,,https://www.baseball-almanac.com/players/player.php?p=hitchbi01,Baseball Almanac
,John,Hopp,Leonard,John Leonard Hopp,1916,,,,John,Johnny Hopp,Hopp,Cotney or Hippy-Hopp or Johnny,"['Cotney', 'Hippy-Hopp']",https://www.baseball-almanac.com/players/player.php?p=hoppjo01,Baseball Almanac
,Cecil,Hughson,Carlton,Cecil Carlton Hughson,1916,,,,Cecil,Tex Hughson,Hughson,Tex,,https://www.baseball-almanac.com/players/player.php?p=hughste01,Baseball Almanac
,John,Hutchings,Richard Joseph,John Richard Joseph Hutchings,1916,,,,John,Johnny Hutchings,Hutchings,Johnny,,https://www.baseball-almanac.com/players/player.php?p=hutchjo02,Baseball Almanac
,Edwin,Joost,David,Edwin David Joost,1916,,,,Edwin,Eddie Joost,Joost,Eddie,,https://www.baseball-almanac.com/players/player.php?p=joosted01,Baseball Almanac
,John,Juelich,Samuel,John Samuel Juelich,1916,,,,John,Red Juelich,Juelich,Red,,https://www.baseball-almanac.com/players/player.php?p=juelire01,Baseball Almanac
,Kenneth,Jungels,Peter,Kenneth Peter Jungels,1916,,,,Kenneth,Ken Jungels,Jungels,Curly or Ken,"['Curly', 'Ken']",https://www.baseball-almanac.com/players/player.php?p=jungeke01,Baseball Almanac
,Joseph,Juszczak,Erwin,Joseph Erwin Juszczak,1916,,,,Joseph,Joe Just,Juszczak,Joe,,https://www.baseball-almanac.com/players/player.php?p=justjo01,Baseball Almanac
,William,Kalfass,Philip,William Philip Kalfass,1916,,,,William,Bill Kalfass,Kalfass,Lefty or Bill,"['Lefty', 'Bill']",https://www.baseball-almanac.com/players/player.php?p=kalfabi01,Baseball Almanac
,Edward,Kearse,Paul,Edward Paul Kearse,1916,,,,Edward,Eddie Kearse,Kearse,Eddie or Truck,"['Eddie', 'Truck']",https://www.baseball-almanac.com/players/player.php?p=kearsed01,Baseball Almanac
,Francis,Kelleher,Eugene,Francis Eugene Kelleher,1916,,,,Francis,Frankie Kelleher,Kelleher,Frankie,,https://www.baseball-almanac.com/players/player.php?p=kellefr01,Baseball Almanac
,Charles,Keller,Ernest,Charles Ernest Keller,1916,,,,Charles,Charlie Keller,Keller,Charlie or King Kong,"['Charlie', 'King Kong']",https://www.baseball-almanac.com/players/player.php?p=kellech01,Baseball Almanac
,Kenneth,Keltner,Frederick,Kenneth Frederick Keltner,1916,,,,Kenneth,Ken Keltner,Keltner,Butch or Ken,"['Butch', 'Ken']",https://www.baseball-almanac.com/players/player.php?p=keltnke01,Baseball Almanac
,Arthur,Kenney,Joseph,Arthur Joseph Kenney,1916,,,,Arthur,Art Kenney,Kenney,Art,,https://www.baseball-almanac.com/players/player.php?p=kennear01,Baseball Almanac
,Howard,Krist,Wilbur,Howard Wilbur Krist,1916,,,,Howard,Howie Krist,Krist,Spud or Howie,"['Spud', 'Howie']",https://www.baseball-almanac.com/players/player.php?p=kristho01,Baseball Almanac
,Emil,Kush,Benedict,Emil Benedict Kush,1916,,,,Emil,Emil Kush,Kush,,,https://www.baseball-almanac.com/players/player.php?p=kushem01,Baseball Almanac
,Edward,Lake,Erving,Edward Erving Lake,1916,,,,Edward,Eddie Lake,Lake,Eddie or Sparky,"['Eddie', 'Sparky']",https://www.baseball-almanac.com/players/player.php?p=lakeed01,Baseball Almanac
,Walter,Lanfranconi,Oswald,Walter Oswald Lanfranconi,1916,,,,Walter,Walt Lanfranconi,Lanfranconi,Walt,,https://www.baseball-almanac.com/players/player.php?p=lanfrwa01,Baseball Almanac
,Edward,Whitner,Clarence,Edward Clarence Whitner,1916,,,,Edward,Ed Levy,Whitner,Ed,,https://www.baseball-almanac.com/players/player.php?p=levyed01,Baseball Almanac
,John,Lewis,Kelly,John Kelly Lewis,1916,,,,John,Buddy Lewis,Lewis,Buddy,,https://www.baseball-almanac.com/players/player.php?p=lewisbu01,Baseball Almanac
,John,Lindell,Harlan,John Harlan Lindell,1916,,,,John,Johnny Lindell,Lindell,Johnny,,https://www.baseball-almanac.com/players/player.php?p=lindejo01,Baseball Almanac
,Daniel,Litwhiler,Webster,Daniel Webster Litwhiler,1916,,,,Daniel,Danny Litwhiler,Litwhiler,Danny,,https://www.baseball-almanac.com/players/player.php?p=litwhda01,Baseball Almanac
,Dario,Lodigiani,Antonio,Dario Antonio Lodigiani,1916,,,,Dario,Dario Lodigiani,Lodigiani,Lodi,,https://www.baseball-almanac.com/players/player.php?p=lodigda01,Baseball Almanac
,Jerome,Lynn,Edward,Jerome Edward Lynn,1916,,,,Jerome,Jerry Lynn,Lynn,Jerry,,https://www.baseball-almanac.com/players/player.php?p=lynnje01,Baseball Almanac
,Raymond,Mlckovsky,James,Raymond James Mlckovsky,1916,,,,Raymond,Ray Mack,Mlckovsky,Ray,,https://www.baseball-almanac.com/players/player.php?p=mackra01,Baseball Almanac
,Henry,Majeski,,Henry Majeski,1916,,,,Henry,Hank Majeski,Majeski,Hank or Heeney,"['Hank', 'Heeney']",https://www.baseball-almanac.com/players/player.php?p=majesha01,Baseball Almanac
,Martin,Marion,Whiteford,Martin Whiteford Marion,1916,,,,Martin,Marty Marion,Marion,"Marty, Mr. Shortstop, The Octopus or Slats","['Marty, Mr. Shortstop, The Octopus', 'Slats']",https://www.baseball-almanac.com/players/player.php?p=marioma01,Baseball Almanac
,Philip,Masi,Samuel,Philip Samuel Masi,1916,,,,Philip,Phil Masi,Masi,Phil,,https://www.baseball-almanac.com/players/player.php?p=masiph01,Baseball Almanac
,Ralph,McLeod,Alton,Ralph Alton McLeod,1916,,,,Ralph,Ralph McLeod,McLeod,,,https://www.baseball-almanac.com/players/player.php?p=mcleora01,Baseball Almanac
,Robert,McNamara,Maxey,Robert Maxey McNamara,1916,,,,Robert,Bob McNamara,McNamara,Bob,,https://www.baseball-almanac.com/players/player.php?p=mcnambo01,Baseball Almanac
,James,Mertz,Verlin,James Verlin Mertz,1916,,,,James,Jim Mertz,Mertz,Jim,,https://www.baseball-almanac.com/players/player.php?p=mertzji01,Baseball Almanac
,Edward,Miller,Robert,Edward Robert Miller,1916,,,,Edward,Eddie Miller,Miller,Eddie or Eppie,"['Eddie', 'Eppie']",https://www.baseball-almanac.com/players/player.php?p=milleed03,Baseball Almanac
,Rene,Monteagudo,(Miranda),Rene (Miranda) Monteagudo,1916,,,,Rene,Rene Monteagudo,Monteagudo,,,https://www.baseball-almanac.com/players/player.php?p=montere01,Baseball Almanac
,Doyt,Morris,Theodore,Doyt Theodore Morris,1916,,,,Doyt,Doyt Morris,Morris,,,https://www.baseball-almanac.com/players/player.php?p=morrido01,Baseball Almanac
,Robert,Muncrief,Cleveland,Robert Cleveland Muncrief,1916,,,,Robert,Bob Muncrief,Muncrief,Bob,,https://www.baseball-almanac.com/players/player.php?p=muncrbo01,Baseball Almanac
,Joseph,Ostrowski,Paul,Joseph Paul Ostrowski,1916,,,,Joseph,Joe Ostrowski,Ostrowski,Professor or Joe,"['Professor', 'Joe']",https://www.baseball-almanac.com/players/player.php?p=ostrojo02,Baseball Almanac
,Arnold,Owen,Malcolm,Arnold Malcolm Owen,1916,,,,Arnold,Mickey Owen,Owen,Mickey,,https://www.baseball-almanac.com/players/player.php?p=owenmi01,Baseball Almanac
,Samuel,Page,Walter,Samuel Walter Page,1916,,,,Samuel,Sam Page,Page,Sam,,https://www.baseball-almanac.com/players/player.php?p=pagesa01,Baseball Almanac
,Edward,Parsons,Dixon,Edward Dixon Parsons,1916,,,,Edward,Dixie Parsons,Parsons,Dixie,,https://www.baseball-almanac.com/players/player.php?p=parsodi01,Baseball Almanac
,Stephen,Rachunok,Stepanovich,Stephen Stepanovich Rachunok,1916,,,,Stephen,Steve Rachunok,Rachunok,The Mad Russian or Steve,"['The Mad Russian', 'Steve']",https://www.baseball-almanac.com/players/player.php?p=rachust01,Baseball Almanac
,Elmer,Rambert,Donald,Elmer Donald Rambert,1916,,,,Elmer,Pep Rambert,Rambert,Pep,,https://www.baseball-almanac.com/players/player.php?p=rambepe01,Baseball Almanac
,James,Ramsdell,Willard,James Willard Ramsdell,1916,,,,James,Willie Ramsdell,Ramsdell,Willie the Knuck,,https://www.baseball-almanac.com/players/player.php?p=ramsdwi01,Baseball Almanac
,Woodrow,Rich,Earl,Woodrow Earl Rich,1916,,,,Woodrow,Woody Rich,Rich,Woody,,https://www.baseball-almanac.com/players/player.php?p=richwo01,Baseball Almanac
,Walter,Ripley,Franklin,Walter Franklin Ripley,1916,,,,Walter,Walt Ripley,Ripley,Walt,,https://www.baseball-almanac.com/players/player.php?p=riplewa01,Baseball Almanac
,Michael,Rocco,Dominick,Michael Dominick Rocco,1916,,,,Michael,Mickey Rocco,Rocco,Mickey,,https://www.baseball-almanac.com/players/player.php?p=roccomi01,Baseball Almanac
,Elwin,Roe,Charles,Elwin Charles Roe,1916,,,,Elwin,Preacher Roe,Roe,Preacher,,https://www.baseball-almanac.com/players/player.php?p=roepr01,Baseball Almanac
,Carvel,Rowell,William,Carvel William Rowell,1916,,,,Carvel,Bama Rowell,Rowell,Bama,,https://www.baseball-almanac.com/players/player.php?p=rowelba01,Baseball Almanac
,Joseph,Rullo,Vincent,Joseph Vincent Rullo,1916,,,,Joseph,Joe Rullo,Rullo,Joe,,https://www.baseball-almanac.com/players/player.php?p=rullojo01,Baseball Almanac
,Raymond,Sanders,Floyd,Raymond Floyd Sanders,1916,,,,Raymond,Ray Sanders,Sanders,Gabe or Ray or Sandy,"['Gabe', 'Ray', 'Sandy']",https://www.baseball-almanac.com/players/player.php?p=sandera01,Baseball Almanac
,Norman,Schlueter,John,Norman John Schlueter,1916,,,,Norman,Norm Schlueter,Schlueter,Duke or Norm,"['Duke', 'Norm']",https://www.baseball-almanac.com/players/player.php?p=schluno01,Baseball Almanac
,Frederick,Schmidt,Albert,Frederick Albert Schmidt,1916,,,,Frederick,Freddy Schmidt,Schmidt,Fred or Freddy,"['Fred', 'Freddy']",https://www.baseball-almanac.com/players/player.php?p=schmifr01,Baseball Almanac
,Leonard,Schultehenrich,Bernard,Leonard Bernard Schultehenrich,1916,,,,Leonard,Len Schulte,Schultehenrich,Len,,https://www.baseball-almanac.com/players/player.php?p=schulle01,Baseball Almanac
,Kenneth,Silvestri,Joseph,Kenneth Joseph Silvestri,1916,,,,Kenneth,Ken Silvestri,Silvestri,Hawk or Ken,"['Hawk', 'Ken']",https://www.baseball-almanac.com/players/player.php?p=silveke01,Baseball Almanac
,Enos,Slaughter,Bradsher,Enos Bradsher Slaughter,1916,,,,Enos,Enos Slaughter,Slaughter,"Country, Eno",,https://www.baseball-almanac.com/players/player.php?p=slaugen01,Baseball Almanac
,George,Staller,Walborn,George Walborn Staller,1916,,,,George,George Staller,Staller,Stopper,,https://www.baseball-almanac.com/players/player.php?p=stallge02,Baseball Almanac
,Charles,Stanceu,,Charles Stanceu,1916,,,,Charles,Charley Stanceu,Stanceu,Charley,,https://www.baseball-almanac.com/players/player.php?p=stancch01,Baseball Almanac
,Edward,Stewart,Perry,Edward Perry Stewart,1916,,,,Edward,Bud Stewart,Stewart,Bud or Ed or Eddie,"['Bud', 'Ed', 'Eddie']",https://www.baseball-almanac.com/players/player.php?p=stewabu01,Baseball Almanac
,Floyd,Stromme,Marvin,Floyd Marvin Stromme,1916,,,,Floyd,Floyd Stromme,Stromme,Rock,,https://www.baseball-almanac.com/players/player.php?p=stromfl01,Baseball Almanac
